1364947200,0,0,0,0,0,2580,0,6367395,256,0,90,90,197095,0
1364947260,0,0,0,0,0,3091,0,5460678,243,0,0,0,162331,0
1364947320,0,0,0,0,0,2526,0,6151348,243,0,3330,3330,200459,0
1364947380,0,0,0,0,0,2231,0,6673132,243,0,90,90,201121,0
1364947440,0,0,0,0,0,2123,0,5326513,243,0,0,0,168405,0
1364947500,0,0,0,0,0,2983,0,5349921,243,0,90,90,165060,0
1364947560,0,0,0,0,0,2177,0,3372785,243,0,0,0,115583,0
1364947620,0,0,0,0,0,1828,0,9819657,0,0,0,0,288550,0
1364947680,0,0,0,0,0,2123,0,472039,900,0,1260,1260,37066,0
1364947740,0,0,0,0,0,3843,0,4556770,243,0,20340,0,152026,0
1364947800,0,0,0,0,0,1828,0,7593700,184,0,2520,0,218065,0
1364947860,0,0,0,0,0,1666,0,4792716,243,0,0,0,159710,0
1364947920,0,0,0,0,0,2983,0,13967757,519,0,0,0,399780,0
1364947980,0,0,0,0,0,3037,0,8208076,0,0,0,0,241730,0
1364948040,0,0,0,0,0,2177,0,8718123,243,0,0,0,258224,0
1364948100,0,0,0,0,0,2123,0,493670,499,0,180,180,30827,0
1364948160,0,0,0,0,0,3440,0,4251841,243,0,0,0,133117,0
1364948220,0,0,0,0,0,1774,0,1433760,243,0,90,90,69720,0
1364948280,0,0,0,0,0,2580,0,1206976,243,0,90,90,56265,0
1364948340,0,0,0,0,0,3386,0,3875440,0,0,180,180,118236,0
1364948400,0,0,0,0,0,1317,0,5689154,0,0,0,0,151361,0
1364948460,0,0,0,0,0,3548,0,7534481,243,0,90,90,225846,0
1364948520,0,0,0,0,0,1666,0,14341869,184,0,4770,4770,402584,0
1364948580,0,0,0,0,0,3440,0,6918392,1143,0,0,0,201732,0
1364948640,0,0,0,0,0,1774,0,6465314,243,0,0,0,187508,0
1364948700,0,0,0,0,0,1317,0,7245094,0,0,540,540,207309,0
1364948760,0,0,0,0,0,3386,0,4640848,243,0,4860,4860,162936,0
1364948820,0,0,0,0,0,3494,0,7732972,519,0,0,0,243525,0
1364948880,0,0,0,0,0,1263,0,9821912,243,0,4500,4500,291642,0
1364948940,0,0,0,0,0,2069,0,9695507,795,0,0,0,294528,0
1364949000,0,0,0,0,0,2580,0,14058987,499,0,0,0,405499,0
1364949060,0,0,0,0,0,2688,0,11788348,0,0,0,0,344188,0
1364949120,0,0,0,0,0,2526,0,3542238,0,0,1260,1260,106728,0
1364949180,0,0,0,0,0,2123,0,13994438,243,0,0,0,389030,0
1364949240,0,0,0,0,0,3037,0,19337852,184,0,90,90,528164,0
1364949300,0,0,0,0,0,1720,0,11741141,243,0,0,0,318758,0
1364949360,0,0,0,0,0,2580,0,11909214,243,0,0,0,345138,0
1364949420,0,0,0,0,0,2983,0,16383881,0,0,0,0,451960,0
1364949480,0,0,0,0,0,3091,0,3616519,335,0,90,90,116431,0
1364949540,0,0,0,0,0,860,0,9266017,1051,0,20340,0,273636,0
1364949600,0,0,0,0,0,2580,0,7369259,243,0,0,0,226271,0
