1364947200,197095,6369975,346,90,0,0
1364947260,162331,5463769,243,0,0,0
1364947320,200459,6153874,3573,3330,0,0
1364947380,201121,6675363,333,90,0,0
1364947440,168405,5328636,243,0,0,0
1364947500,165060,5352904,333,90,0,0
1364947560,115583,3374962,243,0,0,0
1364947620,286552,9821485,0,0,1998,0
1364947680,31442,474162,2160,1260,5624,0
1364947740,151952,4560613,20583,0,74,0
1364947800,218065,7595528,2704,0,0,0
1364947860,159710,4794382,243,0,0,0
1364947920,399780,13970740,519,0,0,0
1364947980,241730,8211113,0,0,0,0
1364948040,258224,8720300,243,0,0,0
1364948100,30827,495793,679,180,0,0
1364948160,133117,4255281,243,0,0,0
1364948220,69498,1435534,333,90,222,0
1364948280,56265,1209556,333,90,0,0
1364948340,118236,3878826,180,180,0,0
1364948400,151361,5690471,0,0,0,0
1364948460,225846,7538029,333,90,0,0
1364948520,402584,14343535,4954,4770,0,0
1364948580,201732,6921832,1143,0,0,0
1364948640,187508,6467088,243,0,0,0
1364948700,207309,7246411,540,540,0,0
1364948760,162936,4644234,5103,4860,0,0
1364948820,243525,7736466,519,0,0,0
1364948880,291642,9823175,4743,4500,0,0
1364948940,294400,9697576,923,0,0,0
1364949000,405499,14061567,499,0,0,0
1364949060,344188,11791036,0,0,0,0
1364949120,106728,3544764,1260,1260,0,0
1364949180,389030,13996561,243,0,0,0
1364949240,528164,19340889,274,90,0,0
1364949300,318758,11742861,243,0,0,0
1364949360,345138,11911794,243,0,0,0
1364949420,451960,16386864,0,0,0,0
1364949480,116431,3619610,425,90,0,0
1364949540,273636,9266877,21391,0,0,0
1364949600,226271,7371839,243,0,0,0
1364949660,159813,5122949,2853,0,0,0
1364949720,283787,9818775,519,0,444,0
1364949780,510259,18471702,0,0,0,0
1364949840,178483,5109673,0,0,0,0
1364949900,220723,6921022,9499,9000,0,0
1364949960,344718,11993666,184,0,0,0
1364950020,325011,11542048,243,0,0,0
1364950080,45042,861733,243,0,0,0
1364950140,26971,399107,90,90,0,0
1364950200,49992,995863,243,0,0,0
1364950260,28366,480695,333,90,0,0
1364950320,42825,942055,243,0,0,0
1364950380,38918,744425,243,0,0,0
1364950440,46735,870205,1143,0,0,0
1364950500,250974,8634824,90,90,0,0
1364950560,148412,4581451,0,0,0,0
1364950620,182744,5673787,603,360,0,0
1364950680,324294,11333340,460,0,0,0
1364950740,254817,8830819,7110,7110,0,0
1364950800,224371,7887993,742,0,0,0
1364950860,29479,447117,0,0,0,0
1364950920,18153,213920,1143,900,0,0
1364950980,178907,6475727,243,0,0,0
1364951040,24626,478422,243,0,0,0
1364951100,121559,3799031,243,0,0,0
1364951160,43621,924718,333,90,0,0
1364951220,87611,2782421,0,0,0,0
1364951280,252705,9538924,180,180,0,0
1364951340,175684,5802516,21663,180,0,0
1364951400,81171,1802405,3694,3510,0,0
1364951460,153584,5056314,3033,270,0,0
1364951520,167865,5468865,1509,990,1998,0
1364951580,236375,7697722,270,270,6734,0
1364951640,321277,11779627,513,270,0,0
1364951700,225327,7492818,859,360,0,0
1364951760,259735,9063138,1053,810,0,0
1364951820,132178,4307565,243,0,0,0
1364951880,267117,9399048,333,90,0,0
1364951940,281553,9932758,270,270,0,0
1364952000,165789,5392560,0,0,0,0
1364952060,304695,11063421,243,0,0,0
1364952120,212451,7575563,184,0,0,0
1364952180,220669,8449087,7893,7650,0,0
1364952240,22011,296727,1233,90,0,0
1364952300,34884,781666,90,90,0,0
1364952360,20719,303813,333,90,0,0
1364952420,188668,6953949,519,0,0,0
1364952480,42403,857030,243,0,0,0
1364952540,50153,875595,333,90,0,0
1364952600,131315,4693379,499,0,0,0
1364952660,364113,14200180,4500,4500,0,0
1364952720,213431,7938558,0,0,0,0
1364952780,227746,8089256,423,180,0,0
1364952840,260365,8680684,184,0,0,0
1364952900,117917,3743041,5103,4860,0,0
1364952960,122074,4159476,5013,4770,0,0
1364953020,231982,7407765,0,0,0,0
1364953080,195731,6594069,0,0,0,0
1364953140,38065,892499,20918,0,0,0
