1365120000,0,0,0,0,0,3460,0,192292,243,0,0,0,11810,0
1365120060,0,0,0,0,0,5190,0,582987,0,0,0,0,25381,0
1365120120,0,0,0,0,0,5190,0,862665,243,0,90,90,33747,0
1365120180,0,0,0,0,0,4325,0,60601,243,0,0,0,7722,0
1365120240,0,0,0,0,0,5190,0,816141,0,0,90,90,34960,0
1365120300,0,0,0,0,0,6055,0,599380,486,0,0,0,24454,0
1365120360,0,0,0,0,0,4325,0,1379135,243,0,0,0,43757,0
1365120420,0,0,0,0,0,4325,0,720046,0,0,2250,2250,29720,0
1365120480,0,0,0,0,0,3460,0,2234736,0,0,90,90,70306,0
1365120540,0,0,0,0,0,6920,0,981749,243,0,0,0,34363,0
1365120600,0,0,0,0,0,3460,0,1887721,92,0,0,0,61972,0
1365120660,0,0,0,0,0,5190,0,586174,1051,0,180,180,26336,0
1365120720,0,0,0,0,0,5190,0,1524726,703,0,2610,0,45004,0
1365120780,0,0,0,0,0,6055,0,1231986,0,0,0,0,45318,0
1365120840,0,0,0,0,0,3460,0,1118748,499,0,0,0,35561,0
1365120900,0,0,0,0,0,6055,0,39215,243,0,0,0,8477,0
1365120960,0,0,0,0,0,5190,0,1026073,0,0,360,360,35839,0
1365121020,0,0,0,0,0,3460,0,697348,486,0,0,0,31178,0
1365121080,0,0,0,0,0,5190,0,188305,243,0,0,0,11552,0
1365121140,0,0,0,0,0,6055,0,674356,0,0,20430,90,26936,0
1365121200,0,0,0,0,0,5190,0,2050137,0,0,0,0,63699,0
1365121260,0,0,0,0,0,2595,0,277708,243,0,180,180,15878,0
1365121320,0,0,0,0,0,6920,0,3883,184,0,0,0,7415,0
1365121380,0,0,0,0,0,4325,0,1526,243,0,0,0,4014,0
1365121440,0,0,0,0,0,5190,0,4220,243,0,1350,1350,6428,0
1365121500,0,0,0,0,0,5337,0,4562,0,0,180,180,7324,0
1365121560,0,0,0,0,0,4325,0,2530,1143,0,0,0,5420,0
1365121620,0,0,0,0,0,6055,0,1009401,519,0,90,90,36014,0
1365121680,0,0,0,0,0,4325,0,1858484,0,0,0,0,55775,0
1365121740,0,0,0,0,0,4325,0,1254547,742,0,0,0,39955,0
1365121800,0,0,0,0,0,6055,0,812142,243,0,0,0,29385,0
1365121860,0,0,0,0,0,4325,0,702085,3312,0,0,0,26023,0
1365121920,0,0,0,0,0,5190,0,601431,0,0,0,0,23133,0
1365121980,0,0,0,0,0,4325,0,303010,243,0,4860,4860,15320,0
1365122040,0,0,0,0,0,6055,0,241777,184,0,3600,3600,14318,0
1365122100,0,0,0,0,0,1730,0,320391,243,0,0,0,16473,0
1365122160,0,0,0,0,0,6920,0,296029,243,0,90,90,17173,0
1365122220,0,0,0,0,0,4325,0,4619,0,0,0,0,5825,0
1365122280,0,0,0,0,0,5190,0,21850,243,0,90,90,6580,0
1365122340,0,0,0,0,0,2595,0,200883,243,0,0,0,13218,0
1365122400,0,0,0,0,0,7785,0,240664,0,0,0,0,19978,0
1365122460,0,0,0,0,0,4325,0,291070,1386,0,0,0,17266,0
1365122520,0,0,0,0,0,3460,0,1037907,519,0,2610,90,31665,0
1365122580,0,0,0,0,0,6055,0,570400,0,0,0,0,22975,0
1365122640,0,0,0,0,0,4325,0,406763,256,0,0,0,16879,0
1365122700,0,0,0,0,0,6055,0,1131623,243,0,0,0,36814,0
1365122760,0,0,0,0,0,2595,0,557280,184,0,90,90,19082,0
1365122820,0,0,0,0,0,7785,0,1107622,243,0,0,0,40537,0
1365122880,0,0,0,0,0,3460,0,617978,243,0,0,0,28706,0
1365122940,0,0,0,0,0,5190,0,813571,0,0,20430,90,28272,0
1365123000,0,0,0,0,0,5190,0,333946,243,0,0,0,19643,0
1365123060,0,0,0,0,0,4325,0,58356,243,0,0,0,13903,0
1365123120,0,0,0,0,0,5190,0,473745,0,0,3420,3420,25867,0
1365123180,0,0,0,0,0,3460,0,2560854,486,0,90,90,78215,0
1365123240,0,0,0,0,0,7785,0,577701,243,0,0,0,28520,0
1365123300,0,0,0,0,0,865,0,1470654,0,0,180,180,50629,0
1365123360,0,0,0,0,0,6055,0,885197,900,0,90,90,36451,0
1365123420,0,0,0,0,0,6109,0,1053148,243,0,0,0,40235,0
1365123480,0,0,0,0,0,5190,0,638332,460,0,90,90,29607,0
1365123540,0,0,0,0,0,4325,0,687705,499,0,450,450,32082,0
1365123600,0,0,0,0,0,3460,0,345974,243,0,0,0,18634,0
1365123660,0,0,0,0,0,7785,0,605207,0,0,0,0,23923,0
1365123720,0,0,0,0,0,3460,0,546170,243,0,0,0,21649,0
1365123780,0,0,0,0,0,5190,0,836692,243,0,0,0,32385,0
1365123840,0,0,0,0,0,6920,0,51172,0,0,90,90,9619,0
1365123900,0,0,0,0,0,3460,0,974424,486,0,180,180,33969,0
1365123960,0,0,0,0,0,5190,0,1198610,243,0,0,0,38862,0
1365124020,0,0,0,0,0,2595,0,381992,0,0,7290,7290,17447,0
1365124080,0,0,0,0,0,8650,0,4611,0,0,5130,5130,8847,0
1365124140,0,0,0,0,0,4325,0,29465,243,0,0,0,6718,0
1365124200,0,0,0,0,0,3460,0,1083720,0,0,90,90,31513,0
1365124260,0,0,0,0,0,5190,0,1254580,335,0,0,0,38523,0
1365124320,0,0,0,0,0,4325,0,234450,1511,0,3780,1260,15378,0
1365124380,0,0,0,0,0,6920,0,558635,0,0,0,0,22943,0
1365124440,0,0,0,0,0,2595,0,2038530,499,0,0,0,54954,0
1365124500,0,0,0,0,0,6055,0,1023228,243,0,0,0,33476,0
1365124560,0,0,0,0,0,6920,0,1312748,0,0,90,90,43421,0
1365124620,0,0,0,0,0,2595,0,1125555,486,0,0,0,35737,0
1365124680,0,0,0,0,0,5190,0,1080138,243,0,0,0,38159,0
1365124740,0,0,0,0,0,6920,0,515941,0,0,20430,90,21699,0
1365124800,0,0,0,0,0,3460,0,120865,0,0,90,90,10976,0
1365124860,0,0,0,0,0,5190,0,1055132,243,0,0,0,32665,0
1365124920,0,0,0,0,0,2595,0,787486,184,0,0,0,28460,0
1365124980,0,0,0,0,0,9515,0,700773,243,0,0,0,30840,0
1365125040,0,0,0,0,0,865,0,1035060,243,0,0,0,30751,0
1365125100,0,0,0,0,0,6055,0,1272262,0,0,90,90,40503,0
1365125160,0,0,0,0,0,5190,0,743941,243,0,1530,1530,26871,0
1365125220,0,0,0,0,0,5190,0,248428,1419,0,90,90,14832,0
1365125280,0,0,0,0,0,4325,0,87760,0,0,90,90,8243,0
1365125340,0,0,0,0,0,4325,0,65724,742,0,180,180,8292,0
1365125400,0,0,0,0,0,6920,0,1020025,243,0,0,0,31530,0
1365125460,0,0,0,0,0,3460,0,1022387,0,0,180,180,31370,0
1365125520,0,0,0,0,0,3460,0,1762284,0,0,90,90,51034,0
1365125580,0,0,0,0,0,6055,0,1973328,243,0,180,180,60664,0
1365125640,0,0,0,0,0,6055,0,121544,184,0,0,0,11694,0
1365125700,0,0,0,0,0,3460,0,1191731,243,0,0,0,38371,0
1365125760,0,0,0,0,0,5190,0,1117202,243,0,0,0,38434,0
1365125820,0,0,0,0,0,7785,0,1320680,0,0,0,0,43992,0
1365125880,0,0,0,0,0,1730,0,639415,243,0,0,0,26255,0
1365125940,0,0,0,0,0,4325,0,676583,243,0,0,0,28376,0
1365126000,0,0,0,0,0,8650,0,797941,0,0,0,0,35741,0
1365126060,0,0,0,0,0,3460,0,849792,486,0,0,0,33356,0
1365126120,0,0,0,0,0,3460,0,849252,1419,0,12960,9360,37177,0
1365126180,0,0,0,0,0,6055,0,397853,0,0,0,0,19898,0
1365126240,0,0,0,0,0,6920,0,683850,256,0,90,90,31683,0
1365126300,0,0,0,0,0,3460,0,965040,243,0,0,0,31023,0
1365126360,0,0,0,0,0,2595,0,2019782,184,0,90,90,66050,0
1365126420,0,0,0,0,0,6920,0,726906,243,0,0,0,32498,0
1365126480,0,0,0,0,0,5190,0,1091863,243,0,0,0,36363,0
1365126540,0,0,0,0,0,3460,0,1342641,0,0,20340,0,46144,0
1365126600,0,0,0,0,0,6920,0,173992,243,0,90,90,19487,0
1365126660,0,0,0,0,0,5190,0,149790,243,0,0,0,12659,0
1365126720,0,0,0,0,0,3460,0,352023,0,0,0,0,23230,0
1365126780,0,0,0,0,0,4325,0,995189,486,0,0,0,45326,0
1365126840,0,0,0,0,0,6920,0,582663,243,0,0,0,26778,0
1365126900,0,0,0,0,0,5190,0,427965,0,0,0,0,38505,0
1365126960,0,0,0,0,0,865,0,380196,0,0,0,0,22343,0
1365127020,0,0,0,0,0,7785,0,3550,1143,0,90,90,15268,0
1365127080,0,0,0,0,0,5190,0,8896,460,0,0,0,8794,0
1365127140,0,0,0,0,0,4325,0,117357,499,0,0,0,10179,0
