1365206400,56690,940592,243,0,0,0
1365206460,72581,1800757,90,90,0,0
1365206520,62933,1747000,243,0,0,0
1365206580,62592,1804702,90,90,0,0
1365206640,33611,718850,1233,90,0,0
1365206700,44717,1040831,243,0,0,0
1365206760,59328,1422281,666,180,0,0
1365206820,35625,565113,783,540,0,0
1365206880,62956,1405775,4743,4500,0,0
1365206940,60293,1517131,0,0,0,0
1365207000,46876,1207697,20340,0,0,0
1365207060,52895,1287469,0,0,0,0
1365207120,45261,1268414,793,90,0,0
1365207180,53378,1476686,270,270,0,0
1365207240,32307,672906,589,90,0,0
1365207300,29629,723298,0,0,0,0
1365207360,25556,407943,333,90,0,0
1365207420,77972,2484274,486,0,0,0
1365207480,55738,1621174,333,90,0,0
1365207540,46394,1064401,1143,0,10138,0
1365207600,62155,1786314,243,0,6956,0
1365207660,40440,973840,0,0,8510,0
1365207720,21302,301061,184,0,1258,0
1365207780,38069,905341,0,0,0,0
1365207840,35113,795605,15543,12780,2220,0
1365207900,20065,358746,0,0,0,0
1365207960,27769,466801,243,0,0,0
1365208020,42093,1180032,276,0,0,0
1365208080,43910,1209467,9423,9180,0,0
1365208140,68250,2143841,576,90,0,0
1365208200,73454,2318756,333,90,0,0
1365208260,32316,798973,589,90,0,0
1365208320,42717,1255157,243,0,0,0
1365208380,34010,707021,0,0,0,0
1365208440,35204,961909,184,0,0,0
1365208500,37543,1025554,990,90,0,0
1365208560,18600,342337,243,0,0,0
1365208620,22083,287558,0,0,0,0
1365208680,21611,577023,243,0,0,0
1365208740,21291,317977,4500,4500,0,0
1365208800,40310,901932,20583,0,0,0
1365208860,73835,2177156,243,0,0,0
1365208920,75982,2381932,1122,360,0,0
1365208980,72634,2000387,0,0,0,0
1365209040,59468,1713406,832,90,0,0
1365209100,21499,302555,270,270,0,0
1365209160,31341,749082,364,180,0,0
1365209220,16968,276983,180,180,0,0
1365209280,20643,262947,333,90,0,0
1365209340,28177,550025,90,90,0,0
1365209400,31235,580921,1233,90,444,0
1365209460,42023,926238,90,90,0,0
1365209520,61831,1744682,423,180,0,0
1365209580,18397,309603,243,0,0,0
1365209640,23834,535250,576,90,0,0
1365209700,37808,810020,2763,0,0,0
1365209760,41817,805218,243,0,0,0
1365209820,28494,438019,0,0,0,0
1365209880,44217,937799,7210,6750,0,0
1365209940,37778,766871,616,360,0,0
1365210000,31975,539881,243,0,0,0
1365210060,29139,565046,0,0,0,0
1365210120,41979,869236,243,0,0,0
1365210180,62727,1767915,9000,9000,0,0
1365210240,18591,302677,333,90,0,0
1365210300,49899,1144287,1233,90,0,0
